Age,Club,Cond,Current Race Name,Dist,First,G ID,Grp,MeetDate,Prize$$,Registered Race Name,SECOND,Second,Sex,State,THIRD,Third,Unnamed: 11,Venue,WINNER
3-Y-O,SAJC,SWP,SCHWEPPERVESCENCE STAKES,1800,,119,3,2015-04-18,115000,AURARIA STAKES,,,F,SA,,,,MORP,
O,MRC,Hcp,ANNIVERSARY VASE,1400,,697,4,2015-04-18,120000,ANNIVERSARY VASE,,,O,VIC,,,,CAUL,
2-Y-O,SAJC,SW,DEQUETTEVILLE STAKES,1050,,230,4,2015-04-18,100000,DEQUETTEVILLE STAKES,,,F,SA,,,,MORP,
O,BRC,Qlty,CHIEF DE BEERS QUALITY,1000,,684,4,2015-04-11,100000,CHIEF DE BEERS QUALITY,,,O,QLD,,,,DOOM,
3-Y-O,ATC,SW,ATC OAKS,2400,,20,1,2015-04-11,1000000,ATC AUSTRALIAN OAKS,,,F,NSW,,,,RAND,
3YO&Up,ATC,WFA,QUEEN OF THE TURF STAKES,1600,,415,1,2015-04-11,1000000,QUEEN OF THE TURF STAKES,,,F&M,NSW,,,,RAND,
3YO&Up,ATC,WFA,QUEEN ELIZABETH STAKES,2000,,412,1,2015-04-11,4000000,AJC QUEEN ELIZABETH STAKES,,,O,NSW,,,,RAND,
3YO&Up,ATC,SWP,SAPPHIRE STAKES,1200,,650,2,2015-04-11,300000,SAPPHIRE STAKES,,,F&M,NSW,,,,RAND,
3-Y-O,ATC,SW,ROYAL SOVEREIGN STAKES,1200,,441,2,2015-04-11,500000,ROYAL SOVEREIGN STAKES,,,C&G,NSW,,,,RAND,
2-Y-O,ATC,SWP,ROYAL RANDWICK STAKES,1200,,321,3,2015-04-11,500000,KEITH MACKAY HANDICAP,,,F,NSW,,,,RAND,
2-Y-O,ATC,Qlty,FERNHILL HANDICAP,1600,,259,4,2015-04-11,150000,FERNHILL HANDICAP,,,O,NSW,,,,RAND,
3-Y-O,ATC,Qlty,SOUTH PACIFIC CLASSIC,1400,,659,4,2015-04-11,150000,SOUTH PACIFIC CLASSIC,,,O,NSW,,,,RAND,
3YO&Up,ATC,Hcp,SYDNEY CUP,3200,,8,1,2015-04-11,1000000,SYDNEY CUP,,,O,NSW,,,,RAND,
3YO&Up,BRC,Qlty,TAILS QUALITY,1600,,238,4,2015-04-11,100000,TAILS QUALITY,,,O,QLD,,,,DOOM,
2-Y-O,SAJC,SW,SIRES PRODUCE STAKES,1400,,466,3,2015-04-11,115000,SAJC SIRES' PRODUCE STAKES,,,O,SA,,,,MORPP,
3-Y-O,SAJC,SW,PORT ADELAIDE GUINEAS,1800,,404,4,2015-04-11,80000,PORT ADELAIDE GUINEAS,,,O,SA,,,,MORP,
3-Y-O,VRC,Hcp,GALILEE SERIES FINAL,2500,,729,4,2015-04-11,120000,GALILEE SERIES FINAL,,,O,VIC,,,,FLEM,
3-Y-O,WATC,SW,W.A.T.C. DERBY,2400,,45,2,2015-04-11,400000,W.A.T.C. DERBY,,,O,WA,,,,ASCT,
2-Y-O,WATC,SW,W.A. SIRES' PRODUCE STAKES,1400,,467,3,2015-04-11,200000,WATC SIRES PRODUCE,,,O,WA,,,,ASCT,
3YO&Up,WATC,Qlty,MATCHMAKER CLASSIC,1400,,702,4,2015-04-11,100000,MATCHMAKER CLASSIC,,,F&M,WA,,,,ASCT,
2-Y-O,ATC,SW,ATC SIRES PRODUCE STAKES,1400,,10,1,2015-04-04,1000000,ATC SIRES PRODUCE STAKES,,,O,NSW,,,,RAND,
3-Y-O,ATC,SW,ATC AUSTRALIAN DERBY,2400,,5,1,2015-04-04,2000000,ATC AUSTRALIAN DERBY,,,O,NSW,,,,RAND,
O,ATC,WFA,T J SMITH STAKES,1200,,646,1,2015-04-04,2500000,T J SMITH STAKES,,,O,NSW,,,,RAND,
3YO&Up,ATC,Hcp,DONCASTER HANDICAP,1600,,13,1,2015-04-04,3000000,DONCASTER HANDICAP,,,O,NSW,,,,RAND,
3YO&Up,ATC,Qlty,CHAIRMAN'S HANDICAP,2600,,182,2,2015-04-04,300000,AJC CHAIRMANS HANDICAP,,,O,NSW,,,,RAND,
3-Y-O,ATC,Qlty,ADRIAN KNOX QLTY STAKES,2000,,101,3,2015-04-04,200000,ADRIAN KNOX STAKES,,,F,NSW,,,,RAND,
3-Y-O,ATC,SWP,CARBINE CLUB STAKES,1600,,167,3,2015-04-04,200000,AJC CARBINE CLUB STAKES,,,O,NSW,,,,RAND,
2-Y-O,ATC,SW,KINDERGARTEN STAKES,1100,,571,3,2015-04-04,200000,KINDERGARTEN STAKES,,,O,NSW,,,,RAND,
3-Y-O,ATC,SWP,P J BELL STAKES,1200,,107,3,2015-04-04,200000,P J BELL STAKES,,,F,NSW,,,,RAND,
O,OAKBANK RC,Qty,OAKBANK STAKES,1100,,470,4,2015-04-04,80000,HILLS RAILWAY STAKES,,,O,SA,,,,OAKB,
O,MRC,Hcp,EASTER CUP,2000,,240,3,2015-04-04,150000,VATC EASTER CUP,,,O,VIC,,,,CAUL,
O,MRC,Hcp,VICTORIA HANDICAP,1400,,526,3,2015-04-04,150000,VICTORIA HANDICAP,,,O,VIC,,,,CAUL,
2YO&Up,WATC,Qlty,YORK STAKES,1600,,554,4,2015-04-04,100000,YORK HCP,,,O,WA,,,,ASCT,
3-Y-O,GOSFORD RC LTD,SWP,GOSFORD GUINEAS,1200,,285,4,2015-04-02,250000,GOSFORD GUINEAS,,,O,NSW,,,,GOSF,
3YO&Up,PINJARRA RC,Qlty,PINJARRA CUP,2300,,402,4,2015-03-29,120000,PINJARRA CUP,,,O,WA,,,,PINJ,
3-Y-O,ATC,SW,VINERY STUD STAKES,2000,,484,1,2015-03-28,400000,STORM QUEEN STAKES,,,F,NSW,,,,RHIL,
3YO&Up,ATC,WFA,THE BMW,2400,,3,1,2015-03-28,1500000,H E TANCRED STAKES,,,O,NSW,,,,RHIL,
O,SAJC,Qlty,MANIHI CLASSIC,1100,,250,4,2015-03-28,80000,MANIHI CLASSIC,,,O,SA,,,,MORP,
3-Y-O,ATC,SW,TULLOCH STAKES,2000,,174,2,2015-03-28,175000,TULLOCH STAKES,,,C&G,NSW,,,,RHIL,
3YO&Up,ATC,SWP,EMANCIPATION STAKES,1500,,248,2,2015-03-28,175000,EMANCIPATION STAKES,,,F&M,NSW,,,,RHIL,
3YO&Up,ATC,Qlty,DONCASTER PRELUDE,1500,,439,3,2015-03-28,150000,ROYAL PARMA STAKES,,,O,NSW,,,,RHIL,
4YO&Up,ATC,SWP,NEVILLE SELLWOOD STAKES,2000,,572,3,2015-03-28,150000,NEVILLE SELLWOOD STAKES,,,O,NSW,,,,RHIL,
3YO&Up,ATC,Qlty,SEBRING STAKES,1200,,481,3,2015-03-28,150000,STAR KINGDOM STKS,,,O,NSW,,,,RHIL,
2-Y-O,ATC,Hcp,T L BAILLIEU HANDICAP,1400,,126,3,2015-03-28,150000,T L BAILLIEU HCP,,,O,NSW,,,,RHIL,
2-Y-O,SAJC,SW,BREEDERS' STAKES,1200,,540,3,2015-03-28,115000,BREEDERS STAKES,,,O,SA,,,,MORP,
2-Y-O,WATC,SW,KARRAKATTA PLATE,1200,,320,2,2015-03-28,500000,KARRAKATTA PLATE,,,O,WA,,,,ASCT,
3-Y-O,SAJC,SWP,LAELIA STAKES,1600,,327,4,2015-03-28,100000,LAELIA STAKES,,,F,SA,,,,MORP,
3-Y-O,WATC,SW,W.A. OAKS,2400,,529,3,2015-03-28,250000,WA OAKS,,,F,WA,,,,ASCT,
3-Y-O,WATC,SWP,MELVISTA STAKES,2200,,352,4,2015-03-28,100000,MELVISTA STKS,,,C&G,WA,,,,ASCT,
O,MORN RC,Hcp,HAREEBA STAKES,1200,,111,4,2015-03-28,120000,HAREEBA STAKES,,,O,VIC,,,,MORN,
O,MORN RC,Hcp,MORNINGTON CUP,2400,,370,4,2015-03-28,350000,MORNINGTON CUP,,,O,VIC,,,,MORN,
3-Y-O,MVRC,SWP,ALEXANDRA STAKES,1600,,263,4,2015-03-27,120000,ALEXANDRA STAKES,,,F,VIC,,,,M V,
3YO&Up,MVRC,WFA,SUNLINE STAKES,1600,,232,2,2015-03-27,200000,DIAMOND JUBILEE STAKES,,,F&M,VIC,,,,M V,
O,MVRC,WFA,WILLIAM REID STAKES,1200,,544,1,2015-03-27,400000,WILLIAM REID STAKES,,,O,VIC,,,,M V,
O,ARC,Qlty,ALBURY CUP,2000,,736,4,2015-03-27,170000,ALBURY CUP,,,O,NSW,,,,ALB,
O,ATC,Hcp,THE GALAXY,1100,,272,1,2015-03-21,400000,THE GALAXY,,,O,NSW,,,,RHIL,
3YO&Up,ATC,WFA,RANVET STAKES,2000,,423,1,2015-03-21,500000,RAWSON STAKES,,,O,NSW,,,,RHIL,
3-Y-O,ATC,SW,ROSEHILL GUINEAS,2000,,15,1,2015-03-21,500000,ROSEHILL GUINEAS,,,O,NSW,,,,RHIL,
3-Y-O,ATC,SWP,DARBY MUNRO STAKES,1200,,224,4,2015-03-21,125000,DARBY MUNRO STKS,,,O,NSW,,,,RHIL,
2-Y-O,ATC,SW,GOLDEN SLIPPER STAKES,1200,,7,1,2015-03-21,3500000,GOLDEN SLIPPER STAKES,,,O,NSW,,,,RHIL,
3YO&Up,ATC,Qlty,BIRTHDAY CARD STAKES,1200,,143,3,2015-03-21,150000,BIRTHDAY CARD STKS,,,F&M,NSW,,,,RHIL,
3YO&Up,ATC,SWP,EPONA STAKES,1900,,660,3,2015-03-21,150000,EPONA STAKES,,,F&M,NSW,,,,RHIL,
3YO&Up,ATC,WFA,GEORGE RYDER STAKES,1500,,277,1,2015-03-21,1000000,GEORGE RYDER STAKES,,,O,NSW,,,,RHIL,
O,ATC,Qlty,N E MANION QUALITY CUP,2400,,344,3,2015-03-21,150000,N E MANION CUP,,,O,NSW,,,,RHIL,
O,BENDIGO JC,Hcp,BENDIGO GOLDEN MILE,1600,,779,4,2015-03-21,150000,BENDIGO GOLDEN MILE,,,O,VIC,,,,BEND,
3YO&Up,WATC,Qlty,GRANDSTAND CUP,1500,,566,4,2015-03-21,100000,GRANDSTAND CUP,,,O,WA,,,,ASCT,
3-Y-O,WATC,SWP,RACONTEUR STAKES,1500,,420,4,2015-03-21,100000,RACONTEUR STKS,,,O,WA,,,,ASCT,
3YO,BENDIGO JC,SWP,BENDIGO GUINEAS,1400,,778,4,2015-03-21,150000,BENDIGO GUINEAS,,,O,VIC,,,,BEND,
2-Y-O,MVRC,SW,ST. ALBANS STAKES,1000,,291,4,2015-03-20,120000,ST. ALBANS STAKES,,,O,VIC,,,,M V,
3-Y-O,MVRC,SW,ALISTER CLARK STAKES,2040,,102,2,2015-03-20,200000,ALISTER CLARK STAKES,,,O,VIC,,,,M V,
O,MVRC,Hcp,MOONEE VALLEY QUALITY,1200,,740,4,2015-03-20,120000,MOONEE VALLEY QUALITY,,,O,VIC,,,,M V,
O,NEWCASTLE JC,Hcp,NEWCASTLE NEWMARKET HCP,1400,,169,3,2015-03-18,125000,NEWCASTLE NEWMARKET HCP,,,O,NSW,,,,NCLE,
2-Y-O,ATC,SW,PAGO PAGO STAKES,1200,,396,2,2015-03-14,175000,PAGO PAGO STAKES,,,C&G,NSW,,,,RHIL,
3YO&Up,VRC,SWP,MATRON STAKES,1600,,606,3,2015-03-14,150000,MATRON STAKES,,,F&M,VIC,,,,FLEM,
2-Y-O,ATC,SW,MAGIC NIGHT STAKES,1200,,342,2,2015-03-14,175000,MAGIC NIGHT STAKES,,,F,NSW,,,,RHIL,
3YO&Up,ATC,Qlty,AJAX STAKES,1500,,233,2,2015-03-14,175000,AJAX STAKES,,,O,NSW,,,,RHIL,
3YO&Up,ATC,Qlty,COOLMORE CLASSIC,1500,,391,1,2015-03-14,600000,TAD KENNEDY STAKES,,,F&M,NSW,,,,RHIL,
3-Y-O,ATC,SW,PHAR LAP STAKES,1500,,401,2,2015-03-14,175000,PHAR LAP STAKES,,,O,NSW,,,,RHIL,
3YO&Up,ATC,Qlty,MAURICE McCARTEN STAKES,1100,,603,3,2015-03-14,150000,MAURICE McCARTEN STAKES,,,O,NSW,,,,RHIL,
3YO&Up,ATC,SWP,SKY HIGH STAKES,2000,,598,3,2015-03-14,150000,SKY HIGH STAKES,,,O,NSW,,,,RHIL,
O,VRC,WFA,DUBAI AUSTRALIAN CUP,2000,,18,1,2015-03-14,1000000,AUSTRALIAN CUP,,,O,VIC,,,,FLEM,
O,VRC,Hcp,LEXUS NEWMARKET HANDICAP,1200,,12,1,2015-03-14,1000000,VRC NEWMARKET HANDICAP,,,O,VIC,,,,FLEM,
3YO&Up,VRC,SWP,BLAMEY STAKES,1600,,147,2,2015-03-14,200000,BLAMEY STAKES,,,O,VIC,,,,FLEM,
2-Y-O,VRC,SW,VRC SIRES' PRODUCE STAKES,1400,,9,2,2015-03-14,200000,VRC SIRES' PRODUCE STAKES,,,O,VIC,,,,FLEM,
3-Y-O,VRC,SW,A.V KEWNEY STAKES,1400,,322,2,2015-03-14,200000,A.V KEWNEY STAKES,,,F,VIC,,,,FLEM,
3-Y-O,WATC,SWP,NATASHA STAKES,2200,,667,4,2015-03-14,100000,NATASHA STKS,,,F,WA,,,,ASCT,
2-Y-O,WATC,SWP,PERTH STKS,1100,,456,4,2015-03-14,150000,PERTH STKS,,,C&G,WA,,,,ASCT,
2-Y-O,VRC,SWP,THOROUGHBRED BREEDERS ST,1200,,148,3,2015-03-14,150000,THOROUGHBRED BREEDERS ST.,,,F,VIC,,,,FLEM,
3-Y-O,VRC,Hcp,MOOMBA PLATE,1100,,366,4,2015-03-14,120000,MOOMBA PLATE,,,O,VIC,,,,FLEM,
O,VRC,Hcp,VRC MARCH STAKES,1400,,329,4,2015-03-14,120000,VRC MARCH STAKES,,,O,VIC,,,,FLEM,
2-Y-O,WATC,SWP,GIMCRACK STKS,1100,,280,3,2015-03-14,150000,WATC GIMCRACK STKS,,,F,WA,,,,ASCT,
3-Y-O,WATC,SW,J.C. ROBERTS STAKES,1800,,149,4,2015-03-14,100000,J.C. ROBERTS STKS,,,O,WA,,,,ASCT,
3-Y-O,ILLAWARRA TC,SWP,KEITH F NOLAN CLASSIC,1600,,668,3,2015-03-13,200000,KEITH F NOLAN CLASSIC,,,F,NSW,,,,KEMB,
3YO&Up,BUNBURY RC,Qlty,BUNBURY CUP,2200,,156,4,2015-03-12,120000,BUNBURY CUP,,,O,WA,,,,BUNB,
O,SAJC,SWP,MATRICE STAKES,1200,,574,4,2015-03-09,80000,MATRICE STAKES,,,O,SA,,,,MORP,
O,SAJC,Qlty,C S HAYES STAKES,1600,,503,4,2015-03-09,80000,COLIN HAYES MEMORIAL CUP,,,O,SA,,,,MORP,
O,SAJC,Hcp,ADELAIDE CUP,3200,,28,2,2015-03-09,400000,ADELAIDE CUP,,,O,SA,,,,MORP,
O,CANBERRA RC,Qlty,NATIONAL SPRINT,1400,,437,4,2015-03-08,120000,NATIONAL SPRINT,,,O,NSW,,,,CANB,
3-Y-O,BUNBURY RC,Hcp,WESTERN AUSTRALIAN BREEDERS' CLASSIC,1400,,734,4,2015-03-08,100000,SOUTH WEST BREEDERS' CLASSIC,,,O,WA,,,,BUNB,
3YO&Up,BUNBURY RC,Qlty,BUNBURY STAKES,1400,,157,4,2015-03-08,120000,BUNBURY STKS,,,O,WA,,,,BUNB,
3-Y-O,CANBERRA RC,SWP,CANBERRA GUINEAS,1400,,735,4,2015-03-08,120000,CANBERRA GUINEAS,,,O,NSW,,,,CANB,
2-Y-O,CANBERRA RC,SWP,BLACK OPAL STAKES,1200,,146,3,2015-03-08,275000,BLACK OPAL STAKES,,,O,NSW,,,,CANB,
O,CANBERRA RC,Qlty,CANBERRA CUP,2000,,161,4,2015-03-08,200000,CANBERRA CUP,,,O,NSW,,,,CANB,
3-Y-O,ATC,SWP,FIREBALL STAKES,1100,,725,4,2015-03-07,125000,FIREBALL STAKES,,,O,NSW,,,,RAND,
3-Y-O,VRC,SW,AUSTRALIAN GUINEAS,1600,,123,1,2015-03-07,500000,AUSTRALIAN GUINEAS,,,O,VIC,,,,FLEM,
3YO&Up,ATC,Qlty,ASPIRATION QUALITY,1600,,674,3,2015-03-07,150000,ASPIRATION QUALITY,,,F&M,NSW,,,,RAND,
3YO&Up,ATC,Qlty,WENONA GIRL HANDICAP,1200,,675,3,2015-03-07,150000,WENONA GIRL HANDICAP,,,F&M,NSW,,,,RAND,
O,VRC,Hcp,SHAFTESBURY AVENUE HCP,1400,,357,3,2015-03-07,150000,SHAFTESBURY AVENUE HCP,,,O,VIC,,,,FLEM,
O,ATC,WFA,CHALLENGE STAKES,1000,,186,2,2015-03-07,400000,AJC CHALLENGE STAKES,,,O,NSW,,,,RAND,
2-Y-O,ATC,SW,TODMAN STAKES,1200,,511,2,2015-03-07,300000,TODMAN SLIPPER TRIAL,,,C&G,NSW,,,,RAND,
2-Y-O,ATC,SW,REISLING STAKES,1200,,428,2,2015-03-07,300000,REISLING SLIPPER TRIAL,,,F,NSW,,,,RAND,
3-Y-O,ATC,SW,RANDWICK GUINEAS,1600,,164,1,2015-03-07,600000,RANDWICK GUINEAS,,,O,NSW,,,,RAND,
3YO&Up,ATC,WFA,CANTERBURY STAKES,1400,,165,1,2015-03-07,500000,CANTERBURY STAKES,,,O,NSW,,,,RAND,
3YO&Up,VRC,SWP,FRANCES TRESSADY STAKES,1400,,265,3,2015-03-07,150000,FRANCES TRESSADY STAKES,,,F&M,VIC,,,,FLEM,
3YO&Up,ATC,Qlty,RANDWICK CITY STAKES,2000,,163,4,2015-03-07,125000,RANDWICK CITY STAKES,,,O,NSW,,,,RAND,
4YO&Up,VRC,Hcp,BOB HOYSTED STAKES,1000,,154,4,2015-03-07,120000,BOB HOYSTED STAKES,,,O,VIC,,,,FLEM,
3YO&Up,VRC,Qlty,ROY HIGGINS QUALITY,2600,,730,4,2015-03-07,120000,ROY HIGGINS QUALITY,,,O,VIC,,,,FLEM,
2-Y-O,VRC,SWP,FESTIVAL OF RACING STAKES,1000,,223,4,2015-03-07,120000,Flem Festival of Racing ST.,,,O,VIC,,,,FLEM,
O,BUNBURY RC,Qlty,BUNBURY AHA CUP,2000,,967,4,2015-03-01,100000,BUNBURY AHA CUP,,,O,WA,,,,BUNB,
2-Y-O,ATC,SW,SKYLINE STAKES,1200,,468,2,2015-02-28,175000,SKYLINE STAKES,,,C&G,NSW,,,,WFM,
O,MRC,WFA,FUTURITY STAKES,1400,,17,1,2015-02-28,500000,FUTURITY STAKES,,,O,VIC,,,,CAUL,
O,MRC,Hcp,OAKLEIGH PLATE,1100,,387,1,2015-02-28,400000,OAKLEIGH PLATE,,,O,VIC,,,,CAUL,
2-Y-O,SAJC,SW,CINDERELLA STAKES,1050,,199,4,2015-02-28,80000,CINDERELLA STAKES,,,F,SA,,,,MORP,
3YO&Up,ATC,WFA,CHIPPING NORTON STAKES,1600,,195,1,2015-02-28,500000,CHIPPING NORTON STAKES,,,O,NSW,,,,WFM,
2-Y-O,ATC,SW,SWEET EMBRACE STAKES,1200,,494,2,2015-02-28,175000,SWEET EMBRACE STAKES,,,F,NSW,,,,WFM,
3-Y-O,ATC,SW,SURROUND STAKES,1400,,493,2,2015-02-28,175000,SURROUND STAKES,,,F,NSW,,,,WFM,
3YO&Up,ATC,Qlty,LIVERPOOL CITY CUP,1300,,336,3,2015-02-28,150000,LIVERPOOL CITY CUP,,,O,NSW,,,,WFM,
4YO&Up,ATC,SWP,GUY WALTER STAKES,1400,,628,3,2015-02-28,150000,WIGGLE STAKES,,,M,NSW,,,,WFM,
O,TATTS RC QLD,Qlty,MEMBERS' CUP,1600,,682,4,2015-02-28,100000,MEMBERS' CUP,,,O,QLD,,,,E FM,
3-Y-O,MRC,SW,AUTUMN CLASSIC,1800,,180,2,2015-02-28,200000,CAULFIELD AUTUMN CLASSIC,,,O,VIC,,,,CAUL,
O,SAJC,SWP,BOAG'S LORD REIMS STAKES,2600,,541,3,2015-02-28,115000,LORD REIMS STAKES,,,O,SA,,,,MORP,
2-Y-O,MRC,SW,BLUE DIAMOND STAKES,1200,,21,1,2015-02-28,1000000,BLUE DIAMOND STAKES,,,O,VIC,,,,CAUL,
3-Y-O,MRC,SW,ANGUS ARMANASCO STAKES,1400,,518,2,2015-02-28,200000,ANGUS ARMANASCO STAKES,,,F,VIC,,,,CAUL,
O,MRC,WFA,ST GEORGE STAKES,1800,,474,2,2015-02-28,200000,ST GEORGE STAKES,,,O,VIC,,,,CAUL,
4YO&Up,MRC,SWP,MANNERISM STAKES,1400,,562,3,2015-02-28,150000,MANNERISM STAKES,,,M,VIC,,,,CAUL,
3-Y-O,WATC,SWP,ASCOT 1000 GUINEAS,1800,,724,4,2015-02-28,100000,WATC ASCOT 1000 GUINEAS,,,F,WA,,,,ASCT,
2-Y-O,WATC,SWP,SUPREMACY STAKES,1100,,492,4,2015-02-28,100000,SUPREMACY STKS,,,C&G,WA,,,,ASCT,
3-Y-O,WATC,SWP,T.J. SMITH TROPHY,1600,,635,4,2015-02-28,100000,TJ SMITH TROPHY,,,O,WA,,,,ASCT,
2-Y-O,TTC,SW,GOLD SOVEREIGN STAKES,1200,,282,4,2015-02-25,100000,GOLD SOVEREIGN STAKES,,,O,TAS,,,,LAUN,
O,TTC,WFA,GEORGE ADAMS PLATE,1600,,374,4,2015-02-25,100000,MOWBRAY STAKES,,,O,TAS,,,,LAUN,
O,TTC,Hcp,LAUNCESTON CUP,2400,,41,3,2015-02-25,225000,LAUNCESTON CUP,,,O,TAS,,,,LAUN,
O,KILMORE TC,Hcp,KILMORE CUP,1600,,323,4,2015-02-22,150000,KILMORE CUP,,,O,VIC,,,,KILM,
3-Y-O,TTC,SW,TASMANIAN OAKS,2100,,500,4,2015-02-22,100000,TASMANIAN OAKS,,,F,TAS,,,,LAUN,
3YO&Up,PINJARRA RC,Qlty,PINJARRA CLASSIC,1300,,701,4,2015-02-22,100000,PINJARRA STKS,,,O,WA,,,,PINJ,
2-Y-O,VRC,SWP,TALINDERT STAKES,1100,,496,4,2015-02-21,120000,TALINDERT STAKES,,,O,VIC,,,,FLEM,
3-Y-O,VRC,SWP,CS HAYES STAKES,1200,,226,3,2015-02-21,150000,THE DEBONAIR,,,C&G,VIC,,,,FLEM,
O,VRC,WFA,LIGHTNING STAKES,1000,,332,1,2015-02-21,500000,VRC LIGHTNING STAKES,,,O,VIC,,,,FLEM,
O,BRC,Qlty,FALVELON QUALITY,1200,,681,4,2015-02-21,100000,FALVELON QUALITY,,,O,QLD,,,,E FM,
3YO&Up,ATC,Qlty,PARRAMATTA CUP,1900,,397,4,2015-02-21,125000,PARRAMATTA CUP,,,O,NSW,,,,RHIL,
3YO&Up,ATC,Qlty,MILLIE FOX QLTY STAKES,1300,,647,2,2015-02-21,175000,MILLIE FOX STAKES,,,F&M,NSW,,,,RHIL,
3-Y-O,VRC,SWP,THE VANITY,1200,,524,3,2015-02-21,150000,THE VANITY,,,F,VIC,,,,FLEM,
2-Y-O,ATC,SW,SILVER SLIPPER STAKES,1100,,25,2,2015-02-21,250000,SILVER SLIPPER STAKES,,,O,NSW,,,,RHIL,
3-Y-O,ATC,SW,HOBARTVILLE STAKES,1400,,310,2,2015-02-21,200000,HOBARTVILLE STAKES,,,O,NSW,,,,RHIL,
O,MVRC,Hcp,MV NIGHT CUP,2500,,742,4,2015-02-20,150000,MV NIGHT CUP,,,O,VIC,,,,M V,
3-Y-O,MVRC,SWP,TYPHOON TRACY STAKES,1200,,731,3,2015-02-20,150000,TYPHOON TRACY STAKES,,,F,VIC,,,,M V,
3YO&Up,TTC,WFA,VAMOS STAKES,1400,,709,3,2015-02-18,100000,VAMOS STAKES,,,F&M,TAS,,,,LAUN,
3-Y-O,ATC,SW,LIGHT FINGERS STAKES,1200,,330,2,2015-02-14,175000,LIGHT FINGERS STAKES,,,F,NSW,,,,RAND,
4YO&Up,MRC,SWP,GEOFFREY BELMAINE STAKES,1200,,661,3,2015-02-14,150000,GEOFFREY BELMAINE STAKES,,,M,VIC,,,,CAUL,
3YO&Up,ATC,WFA,APOLLO STAKES,1400,,112,2,2015-02-14,250000,APOLLO STAKES,,,O,NSW,,,,RAND,
3-Y-O,WATC,SWP,CHALLENGE STAKES,1400,,185,4,2015-02-14,100000,WATC CHALLENGE STKS,,,O,WA,,,,ASCT,
2-Y-O,MRC,SW,BLUE DIAMOND PRELUDE (C&G),1100,,178,3,2015-02-14,200000,BLUE DIAMOND PRELUDE C&G,,,C&G,VIC,,,,CAUL,
3-Y-O,MRC,SWP,KEVIN HAYES STAKES,1200,,316,3,2015-02-14,150000,BORONIA STAKES,,,F,VIC,,,,CAUL,
3YO&Up,WATC,Qlty,DETONATOR STAKES,1800,,596,4,2015-02-14,100000,DETONATOR HCP,,,O,WA,,,,ASCT,
O,MRC,SWP,CARLYON CUP,1600,,170,3,2015-02-14,150000,T S CARLYON CUP,,,O,VIC,,,,CAUL,
2-Y-O,MRC,SW,BLUE DIAMOND PRELUDE (F),1100,,179,2,2015-02-14,200000,BLUE DIAMOND PRELUDE FLLY,,,F,VIC,,,,CAUL,
O,MRC,SWP,RUBITON STAKES,1100,,576,2,2015-02-14,200000,RUBITON STAKES,,,O,VIC,,,,CAUL,
3-Y-O,MRC,SWP,AUTUMN STAKES,1400,,124,2,2015-02-14,200000,AUTUMN STAKES,,,O,VIC,,,,CAUL,
O,MRC,WFA,C.F.ORR STAKES,1400,,393,1,2015-02-14,400000,C.F. ORR STAKES,,,O,VIC,,,,CAUL,
O,SAJC,Qlty,BIRTHDAY CUP,2000,,31,4,2015-02-14,80000,BIRTHDAY CUP,,,O,SA,,,,MORP,
2-Y-O,ATC,SWP,LONHRO PLATE,1100,,962,4,2015-02-14,125000,LONHRO PLATE,,,O,NSW,,,,RAND,
4YO&Up,ATC,Qlty,TRISCAY STAKES,1200,,629,3,2015-02-14,150000,TRISCAY STAKES,,,M,NSW,,,,RAND,
3YO&Up,ATC,Qlty,SOUTHERN CROSS STAKES,1200,,268,3,2015-02-14,150000,FREDERICK CLISSOLD STAKES,,,O,NSW,,,,RAND,
O,TRC,Hcp,HOBART CUP,2400,,40,3,2015-02-09,225000,HOBART CUP,,,O,TAS,,,,HOB,
3-Y-O,TRC,SW,STRUTT STAKES,2100,,487,4,2015-02-09,100000,STRUTT STAKES,,,F,TAS,,,,HOB,
O,TRC,WFA,THOMAS LYONS STAKES,1400,,247,4,2015-02-09,100000,THOMAS LYONS STAKES,,,O,TAS,,,,HOB,
O,MRC,Qlty,MORNINGTON CUP PRELUDE,2000,,665,4,2015-02-07,120000,MORNINGTON CUP PRELUDE,,,O,VIC,,,,CAUL,
4YO&Up,ATC,SWP,BREEDERS' CLASSIC,1200,,627,2,2015-02-07,175000,BREEDERS CLASSIC,,,M,NSW,,,,RHIL,
3-Y-O,ATC,SWP,ESKIMO PRINCE STAKES,1200,,251,3,2015-02-07,125000,ESKIMO PRINCE STKS,,,O,NSW,,,,RHIL,
2-Y-O,MRC,SWP,CHAIRMAN'S STAKES,1100,,584,3,2015-02-07,150000,MRC CHAIRMAN'S STAKES,,,O,VIC,,,,CAUL,
3YO&Up,WATC,Qlty,CYRIL FLOWER STAKES,1200,,220,4,2015-02-07,100000,CYRIL FLOWER STKS,,,O,WA,,,,ASCT,
O,MRC,Hcp,W. J. (BILL) ADAMS STAKES,1000,,303,4,2015-02-07,120000,W J ADAMS STAKES,,,O,VIC,,,,CAUL,
3-Y-O,MRC,SWP,MANFRED STAKES,1200,,452,3,2015-02-07,150000,MANFRED STAKES,,,O,VIC,,,,CAUL,
3YO&UP,TRC,WFA,BOW MISTRESS TROPHY,1200,,692,3,2015-02-06,150000,BOW MISTRESS TROPHY,,,F&M,TAS,,,,HOB,
