Age,Club,Cond,Current Race Name,Dist,First,G ID,Grp,MeetDate,Prize$$,Registered Race Name,SECOND,Second,Sex,State,THIRD,Third,Unnamed: 11,Venue,WINNER
3-Y-O,TRC,SW,TASMANIAN DERBY,2200,,498,4,2015-02-06,100000,TASMANIAN DERBY,,,O,TAS,,,,HOB,
2-Y-O,TRC,SW,ELWICK 2YO STAKES,1100,,497,4,2015-02-01,100000,ELWICK STAKES,,,O,TAS,,,,HOB,
2-Y-O,ATC,SWP,CANONBURY STAKES,1100,,162,3,2015-01-31,150000,CANONBURY STAKES,,,C&G,NSW,,,,RHIL,
3YO&Up,ATC,WFA,EXPRESSWAY STAKES,1200,,254,2,2015-01-31,200000,EXPRESSWAY STAKES,,,O,NSW,,,,RHIL,
2-Y-O,ATC,SWP,WIDDEN STAKES,1100,,542,3,2015-01-31,150000,WIDDEN STAKES,,,F,NSW,,,,RHIL,
3-Y-O,MRC,SWP,ZEDITAVE STAKES,1200,,563,3,2015-01-26,150000,ZEDITAVE STAKES,,,O,VIC,,,,SAND,
2-Y-O,MRC,SWP,BLUE DIAMOND PREVIEW (F),1000,,448,3,2015-01-26,150000,BLUE DIAMOND PREVIEW FILLY,,,F,VIC,,,,SAND,
O,MRC,Hcp,JOHN DILLON STAKES,1400,,130,4,2015-01-26,120000,BARTON STAKES,,,O,VIC,,,,SAND,
2-Y-O,MRC,SWP,BLUE DIAMOND PREVIEW (C&G),1000,,447,4,2015-01-26,150000,BLUE DIAMOND PREVIEW C&G,,,C&G,VIC,,,,SAND,
O,SUN COAST TC,Qlty,SUNSHINE COAST CUP,1400,,679,4,2015-01-26,100000,SUNSHINE COAST CUP,,,O,QLD,,,,SCST,
3-Y-O,TRC,SW,HOBART GUINEAS,2100,,608,4,2015-01-25,100000,HOBART GUINEAS,,,O,TAS,,,,HOB,
3YO&Up,ATC,Hcp,AUSTRALIA DAY CUP,2400,,109,4,2015-01-24,100000,AUSTRALIA DAY CUP,,,O,NSW,,,,RAND,
3YO&Up,ATC,Qlty,CARRINGTON STAKES,1400,,175,4,2015-01-24,100000,CARRINGTON STAKES,,,O,NSW,,,,RAND,
O,MVRC,WFA,AUSTRALIA STAKES,1200,,559,2,2015-01-24,200000,STANLEY WOOTTON STAKES,,,O,VIC,,,,M V,
3YO&Up,WATC,Qlty,MISS ANDRETTI STAKES,1200,,633,4,2015-01-24,100000,RUABON SPRINT,,,O,WA,,,,ASCT,
3YO&Up,BRC,Qlty,NUDGEE QUALITY,1200,,706,4,2015-01-24,100000,NUDGEE QUALITY,,,F&M,QLD,,,,E FM,
O,TTC,WFA,TATTSBET.COM.AU STAKES,1200,,218,4,2015-01-21,100000,PREMIUM STAKES,,,O,TAS,,,,LAUN,
O,VRC,Hcp,KENSINGTON STAKES,1000,,645,4,2015-01-17,120000,KENSINGTON STAKES,,,O,VIC,,,,FLEM,
O,VRC,Hcp,CHESTER MANIFOLD STAKES,1400,,194,4,2015-01-10,120000,CHESTER MANIFOLD STAKES,,,O,VIC,,,,FLEM,
3YO&Up,WATC,Qlty,SCENIC BLAST STAKES,1100,,122,4,2015-01-10,100000,AUSTRALIA DAY STKS,,,O,WA,,,,ASCT,
3YO&Up,GOSFORD RC LTD,Qlty,GOSFORD GOLD CUP,2100,,284,4,2015-01-09,125000,GOSFORD GOLD CUP,,,O,NSW,,,,GOSF,
3YO&Up,GOSFORD RC LTD,Hcp,BELLE OF THE TURF STAKES,1600,,134,3,2015-01-09,125000,BELLE OF THE TURF STAKES,,,F&M,NSW,,,,GOSF,
3YO&Up,GOSFORD RC LTD,Qlty,TAKEOVER TARGET STAKES,1200,,395,4,2015-01-09,100000,PACESETTER STAKES,,,O,NSW,,,,GOSF,
O,GOLD COAST TC,Qlty,GOLDMARKET HANDICAP,1300,,640,4,2015-01-03,100000,GOLDMARKET HANDICAP,,,O,QLD,,,,GCST,
3YO&Up,WATC,Qlty,SUMMER SCORCHER,1000,,700,4,2015-01-01,100000,SUMMER SCORCHER,,,O,WA,,,,ASCT,
3YO&Up,WATC,SWP,LA TRICE CLASSIC,1800,,699,3,2015-01-01,150000,LA TRICE CLASSIC,,,F&M,WA,,,,ASCT,
3YO&Up,WATC,Qlty,PERTH CUP,2400,,44,2,2015-01-01,500000,PERTH CUP,,,O,WA,,,,ASCT,
O,VRC,Hcp,STANDISH HANDICAP,1200,,480,3,2015-01-01,150000,STANDISH HANDICAP,,,O,VIC,,,,FLEM,
3YO&Up,TATTERSALLS (NSW),Qlty,TATTERSALLS CLUB CUP,2400,,502,4,2015-01-01,100000,TATTERSALLS CLUB CUP,,,O,NSW,,,,RAND,
3-Y-O,TTC,SW,TASMANIAN GUINEAS,1600,,499,4,2015-01-01,90000,TASMANIAN GUINEAS,,,O,TAS,,,,LAUN,
O,VRC,Hcp,BAGOT HANDICAP,2800,,125,4,2015-01-01,150000,BAGOT HANDICAP,,,O,VIC,,,,FLEM,
O,TRC,WFA,TASMANIAN STAKES,1600,,501,4,2014-12-31,90000,TASMANIAN STAKES,,,O,TAS,,,,HOB,
O,TOO TC,Qlty,BERNBOROUGH HANDICAP,1615,,142,4,2014-12-31,200000,BERNBOROUGH HANDICAP,,,O,QLD,,,,TWBA,
3-Y-O,BRC,SW,VO ROGUE PLATE,1300,,705,3,2014-12-27,150000,VO ROGUE PLATE,,,O,QLD,,,,GCST,
2-Y-O,BRC,SW,BJ MCLACHLAN PLATE,1200,,558,3,2014-12-27,150000,BJ MCLACHLAN PLATE,,,O,QLD,,,,GCST,
3YO&Up,ATC,Qlty,CANTERBURY CLASSIC,1100,,621,4,2014-12-27,100000,CANTERBURY CLASSIC,,,O,NSW,,,,CANT,
O,MRC,Hcp,LORD STAKES,1600,,311,4,2014-12-26,120000,LORD STAKES,,,O,VIC,,,,SAND,
O,MRC,Hcp,CHRISTMAS STAKES,1200,,198,4,2014-12-26,120000,CHRISTMAS STAKES,,,O,VIC,,,,SAND,
O,SAJC,Qlty,CHRISTMAS HANDICAP,1400,,29,4,2014-12-26,80000,CHRISTMAS HANDICAP,,,O,SA,,,,MORPP,
3YO&Up,ATC,Hcp,SUMMER CUP,2000,,488,3,2014-12-26,125000,SUMMER CUP,,,O,NSW,,,,RAND,
3&4,WATC,SW,WA ST. LEGER,2100,,478,4,2014-12-20,100000,WA ST LEGER,,,O,WA,,,,ASCT,
3YO&Up,WATC,Qlty,STARSTRUCK CLASSIC,1600,,614,4,2014-12-20,100000,STARSTRUCK CLASSIC,,,F&M,WA,,,,ASCT,
3YO&Up,WATC,Qlty,R.S. CRAWFORD STAKES,1000,,565,4,2014-12-20,100000,R.S. CRAWFORD STKS,,,O,WA,,,,ASCT,
3YO&Up,WATC,WFA,C.B. COX STAKES,2100,,213,2,2014-12-20,250000,C B COX STKS,,,O,WA,,,,ASCT,
O,BRC,Qlty,LOUGH NEAGH STAKES,1350,,235,4,2014-12-20,200000,LOUGH NEAGH STAKES,,,O,QLD,,,,DOOM,
O,WERRIBEE RC,Hcp,WERRIBEE CUP,2600,,539,4,2014-12-14,120000,WERRIBEE CUP,,,O,VIC,,,,WERR,
3YO&Up,ATC,Qlty,VILLIERS STAKES,1600,,527,2,2014-12-13,175000,VILLIERS STAKES,,,O,NSW,,,,KENS,
2-Y-O,BRC,SWP,PHELAN READY PLATE,1200,,359,4,2014-12-13,100000,PHELAN READY PLATE,,,C&G,QLD,,,,E FM,
3YO&Up,ATC,Qlty,RAZOR SHARP HCP,1200,,619,4,2014-12-13,100000,RAZOR SHARP HANDICAP,,,O,NSW,,,,KENS,
O,BRC,Qlty,BRISBANE HANDICAP,1600,,155,4,2014-12-13,100000,BRISBANE HANDICAP,,,O,QLD,,,,E FM,
3YO&Up,ATC,Qlty,CHRISTMAS CUP,2400,,197,4,2014-12-13,100000,CHRISTMAS CUP,,,O,NSW,,,,KENS,
2-Y-O,BRC,SWP,CALAWAY GAL PLATE,1200,,678,4,2014-12-13,100000,CALAWAY GAL PLATE,,,F,QLD,,,,E FM,
3-Y-O,BRC,SW,GOLD EDITION PLATE,1200,,732,4,2014-12-13,100000,GOLD EDITION PLATE,,,O,QLD,,,,E FM,
3YO&Up,BRC,Qlty,JUST NOW QUALITY,1300,,664,4,2014-12-13,100000,JUST NOW QUALITY,,,F&M,QLD,,,,E FM,
O,TATTS RC QLD,Qlty,TATTERSALL'S MILE,1600,,551,4,2014-12-07,80000,TATTERSALL'S MILE,,,O,QLD,,,,E FM,
3YO&Up,VRC,Hcp,ALL VICTORIAN SPRINT FINAL,1200,,429,4,2014-12-07,120000,ALL VICTORIAN SPRINT FINAL,,,O,VIC,,,,FLEM,
2-Y-O,VRC,Hcp,TAJ ROSSI SERIES FINAL,1600,,278,4,2014-12-07,120000,GIBSON CARMICHAEL STAKES,,,O,VIC,,,,FLEM,
3YO&Up,VRC,Hcp,VRC WINTER CHAMPIONSHIP,1600,,429,4,2014-12-07,150000,VRC WINTER CHAMPIONSHIP,,,O,VIC,,,,FLEM,
2YO&Up,WATC,Qlty,BEAUFINE STAKES,1000,,577,4,2014-12-07,80000,BEAUFINE STKS,,,O,WA,,,,BLMT,
3YO&Up,WATC,Qlty,G.A. TOWTON CUP,2200,,516,4,2014-12-06,100000,G.A. TOWTON CUP,,,O,WA,,,,ASCT,
3YO&Up,WATC,Qlty,JUNGLE DAWN CLASSIC,1400,,649,4,2014-12-06,100000,JUNGLE DAWN CLASSIC,,,F&M,WA,,,,ASCT,
3-Y-O,WATC,SWP,AQUANITA STAKES,1800,,113,4,2014-12-06,100000,AQUANITA STKS,,,O,WA,,,,ASCT,
3YO&Up,WATC,WFA,A.J. SCAHILL STAKES,1400,,451,3,2014-12-06,200000,A J SCAHILL STKS,,,O,WA,,,,ASCT,
3YO&Up,WATC,WFA,KINGSTON TOWN CLASSIC,1800,,438,1,2014-12-06,500000,KINGSTON TOWN CLASSIC,,,O,WA,,,,ASCT,
O,MRC,Hcp,DOVETON STAKES,1200,,236,4,2014-12-06,120000,DOVETON STAKES,,,O,VIC,,,,SAND,
3-Y-O,WATC,SW,SIR ERNEST LEE-STEERE CL,1400,,465,3,2014-12-06,150000,LEE STEERE CLASSIC,,,O,WA,,,,ASCT,
O,SAJC,Qlty,CITY OF MARION STAKES,1200,,201,4,2014-12-06,80000,CITY OF MARION STAKES,,,O,SA,,,,MORP,
3-Y-O,BRC,Qlty,MODE STAKES,1200,,718,4,2014-12-06,100000,MODE STAKES,,,F,QLD,,,,DOOM,
O,BRC,Qlty,GEORGE MOORE STAKES,1200,,552,3,2014-12-06,200000,SUMMER STAKES,,,O,QLD,,,,DOOM,
3YO&Up,ATC,SWP,SAPPHIRE STAKES,1200,,650,2,2014-12-04,175000,SAPPHIRE STAKES,,,F&M,NSW,,,,RAND,
3-Y-O,ATC,Qlty,ADRIAN KNOX QLTY STAKES,2000,,101,3,2014-12-04,150000,ADRIAN KNOX STAKES,,,F,NSW,,,,RAND,
3YO&Up,ATC,Qlty,DONCASTER PRELUDE,1600,,439,3,2014-12-04,125000,ROYAL PARMA STAKES,,,O,NSW,,,,RAND,
3-Y-O,ATC,SWP,CARBINE CLUB STAKES,1600,,167,3,2014-12-04,125000,AJC CARBINE CLUB STAKES,,,O,NSW,,,,RAND,
2-Y-O,ATC,SW,KINDERGARTEN STAKES,1100,,571,3,2014-12-04,125000,KINDERGARTEN STAKES,,,O,NSW,,,,RAND,
3-Y-O,BRC,SW,QUEENSLAND DAY STAKES,1350,,707,4,2014-12-04,125000,QUEENSLAND DAY STAKES,,,O,QLD,,,,DOOM,
O,TOO TC,Qlty,WEETWOOD HANDICAP,1200,,538,4,2014-12-04,150000,WEETWOOD HANDICAP,,,O,QLD,,,,TWBA,
O,SAJC,WFA,R N IRWIN STAKES,1100,,314,3,2014-12-04,115000,R N IRWIN STAKES,,,O,SA,,,,MORP,
3-Y-O,SAJC,SWP,AURARIA STAKES,1800,,119,3,2014-12-04,115000,AURARIA STAKES,,,F,SA,,,,MORP,
2-Y-O,SAJC,SW,SIRES PRODUCE STAKES,1400,,466,3,2014-12-04,115000,SAJC SIRES' PRODUCE STAKES,,,O,SA,,,,MORPP,
3-Y-O,SAJC,SWP,REDELVA STAKES,1050,,631,4,2014-12-04,80000,REDELVA STAKES,,,O,SA,,,,MORP,
3-Y-O,SAJC,SW,PORT ADELAIDE GUINEAS,1800,,404,4,2014-12-04,80000,PORT ADELAIDE GUINEAS,,,O,SA,,,,MORP,
2-Y-O,SAJC,SW,DEQUETTEVILLE STAKES,1100,,230,4,2014-12-04,100000,DEQUETTEVILLE STAKES,,,F,SA,,,,MORP,
O,SAJC,Qlty,CITY OF ADELAIDE HANDICAP,1400,,430,4,2014-12-04,80000,CITY OF ADELAIDE HCP,,,O,SA,,,,MORPP,
3-Y-O,SAJC,SWP,H C NITSCHKE STAKES,1400,,383,4,2014-12-04,80000,H C NITSCHKE STAKES,,,O,SA,,,,MORPP,
O,MRC,Hcp,ANNIVERSARY VASE,1400,,697,4,2014-12-04,120000,ANNIVERSARY VASE,,,O,VIC,,,,CAUL,
3-Y-O,MRC,Hcp,GALILEE SERIES FINAL,2400,,729,4,2014-12-04,120000,GALILEE SERIES FINAL,,,O,VIC,,,,CAUL,
3YO&Up,ATC,Hcp,CHAIRMAN'S HANDICAP,2600,,182,2,2014-12-04,175000,AJC CHAIRMANS HANDICAP,,,O,NSW,,,,RAND,
2-Y-O,ATC,SW,ATC SIRES PRODUCE STAKES,1400,,10,1,2014-12-04,500000,ATC SIRES PRODUCE STAKES,,,O,NSW,,,,RAND,
O,ATC,WFA,T J SMITH STAKES,1200,,646,1,2014-12-04,1000000,T J SMITH STAKES,,,O,NSW,,,,RAND,
3-Y-O,WATC,SW,W.A.T.C. DERBY,2400,,45,2,2014-12-04,400000,W.A.T.C. DERBY,,,O,WA,,,,ASCT,
3-Y-O,ATC,SW,ATC AUSTRALIAN DERBY,2400,,5,1,2014-12-04,1500000,ATC AUSTRALIAN DERBY,,,O,NSW,,,,RAND,
2-Y-O,WATC,SW,W.A. SIRES' PRODUCE STAKES,1400,,467,3,2014-12-04,200000,WATC SIRES PRODUCE,,,O,WA,,,,ASCT,
O,MORN RC,Hcp,HAREEBA STAKES,1200,,111,4,2014-12-02,120000,HAREEBA STAKES,,,O,VIC,,,,MORN,
O,MORN RC,Hcp,MORNINGTON CUP,2400,,370,4,2014-12-02,350000,MORNINGTON CUP,,,O,VIC,,,,MORN,
3YO&Up,ATC,Qlty,ATC CUP,2000,,267,4,2014-11-29,100000,FRANK UNDERWOOD CUP,,,O,NSW,,,,RHIL,
O,ATC,Qlty,FESTIVAL STAKES,1500,,260,4,2014-11-29,100000,FESTIVAL HCP,,,O,NSW,,,,RHIL,
3YO&Up,ATC,Qlty,STARLIGHT STAKES,1100,,654,4,2014-11-29,100000,STARLIGHT STAKES,,,O,NSW,,,,RHIL,
O,TATTS RC QLD,Qlty,RECOGNITION STAKES,1600,,424,4,2014-11-29,100000,RECOGNITION STAKES,,,O,QLD,,,,E FM,
3YO&Up,TATTS RC QLD,SWP,TATTERSALL'S CLASSIC,1200,,677,4,2014-11-29,100000,TATTERSALL'S CLASSIC,,,F&M,QLD,,,,E FM,
3YO&Up,WATC,WFA,WINTERBOTTOM STAKES,1200,,549,1,2014-11-22,750000,WINTERBOTTOM STKS,,,O,WA,,,,ASCT,
3YO&Up,WATC,Qlty,RAILWAY STAKES,1600,,43,1,2014-11-22,1000000,RAILWAY STKS,,,O,WA,,,,ASCT,
O,BALLARAT TC,Hcp,BALLARAT CUP,2200,,128,4,2014-11-22,200000,BALLARAT CUP,,,O,VIC,,,,BRAT,
3YO&Up,BRC,Qlty,KEITH NOUD HANDICAP,1200,,747,4,2014-11-22,100000,KEITH NOUD HANDICAP,,,O,QLD,,,,DOOM,
3YO&Up,WATC,Qlty,JUNGLE MIST CLASSIC,1200,,698,4,2014-11-22,100000,JUNGLE MIST CLASSIC,,,F&M,WA,,,,ASCT,
3-Y-O,WATC,SWP,PLACID ARK STAKES,1200,,489,4,2014-11-22,100000,PLACID ARK STKS,,,O,WA,,,,ASCT,
3YO&Up,WATC,Qlty,TATTERSALL'S CUP,2100,,504,4,2014-11-22,100000,WATC TATTERSALL'S CUP,,,O,WA,,,,ASCT,
3YO&Up,WATC,Qlty,CARBINE OF WA STAKES,1400,,242,4,2014-11-22,100000,EASTER STKS,,,O,WA,,,,ASCT,
3-Y-O,WATC,SW,W.A. GUINEAS,1600,,528,2,2014-11-22,400000,WA GUINEAS,,,O,WA,,,,ASCT,
O,TTC,Qlty,TASMANIAN NEWMARKET HCP,1200,,579,4,2014-11-19,90000,TTC NEWMARKET HANDICAP,,,O,TAS,,,,LAUN,
O,MRC,WFA,KEVIN HEFFERNAN STAKES,1300,,666,3,2014-11-15,150000,KEVIN HEFFERNAN STAKES,,,O,VIC,,,,SAND,
3-Y-O,MRC,SW,SANDOWN GUINEAS,1600,,450,2,2014-11-15,300000,SANDOWN GUINEAS,,,O,VIC,,,,SAND,
O,MRC,WFA,ZIPPING CLASSIC,2400,,449,2,2014-11-15,350000,SANDOWN CLASSIC,,,O,VIC,,,,SAND,
O,MRC,Qlty,ECLIPSE STAKES,1800,,243,3,2014-11-15,150000,ECLIPSE STAKES,,,O,VIC,,,,SAND,
O,MRC,Qlty,RACE-TECH STAKES,1500,,208,3,2014-11-15,150000,SANDOWN STAKES,,,O,VIC,,,,SAND,
4YO&Up,MRC,SWP,SUMMONED STAKES,1500,,637,3,2014-11-15,150000,SUMMONED STAKES,,,M,VIC,,,,SAND,
2-Y-O,MRC,SW,MERSON COOPER STAKES,1000,,356,4,2014-11-15,120000,MERSON COOPER STAKES,,,O,VIC,,,,SAND,
3-Y-O,MRC,SWP,TWILIGHT GLOW STAKES,1400,,355,4,2014-11-15,120000,TWILIGHT GLOW STAKES,,,F,VIC,,,,SAND,
O,MRC,Hcp,SPORTINGBET SANDOWN CUP,3200,,768,4,2014-11-15,150000,SANDOWN CUP,,,O,VIC,,,,SAND,
3YO&Up,WATC,Hcp,R.J. PETERS STAKES,1500,,535,3,2014-11-15,150000,R J PETERS STKS,,,O,WA,,,,ASCT,
3-Y-O,WATC,SW,W.A. CHAMPION FILLIES ST,1600,,188,3,2014-11-15,200000,CHAMPION FILLIES,,,F,WA,,,,ASCT,
2-Y-O,VRC,SW,MARIBYRNONG PLATE,1000,,345,3,2014-11-08,150000,MARIBYRNONG PLATE,,,O,VIC,,,,FLEM,
3YO&Up,WATC,WFA,LEE STEERE STAKES,1400,,328,2,2014-11-08,250000,LEE STEERE STKS,,,O,WA,,,,ASCT,
3-Y-O,VRC,Hcp,HILTON HOTELS STAKES,1400,,522,4,2014-11-08,150000,VRC SPRINGTIME STAKES,,,O,VIC,,,,FLEM,
O,VRC,Qlty,QUEEN ELIZABETH STAKES,2600,,413,3,2014-11-08,250000,VRC QUEEN ELIZABETH STAKES,,,O,VIC,,,,FLEM,
4YO&Up,VRC,SWP,MATRIARCH STAKES,2000,,639,2,2014-11-08,300000,MATRIARCH STAKES,,,M,VIC,,,,FLEM,
3YO&Up,WATC,Qlty,ASCOT GOLD CUP,1800,,114,4,2014-11-08,100000,ASCOT GOLD CUP,,,O,WA,,,,ASCT,
O,VRC,WFA,VRC SPRINT CLASSIC,1200,,271,1,2014-11-08,1000000,VICTORIA RACING CLUB STKS,,,O,VIC,,,,FLEM,
O,VRC,Qlty,EMIRATES STAKES,1600,,106,1,2014-11-08,1000000,CANTALA STAKES,,,O,VIC,,,,FLEM,
3-Y-O,WATC,SWP,FAIRETHA STAKES,1400,,256,4,2014-11-08,100000,FAIRETHA STKS,,,C&G,WA,,,,ASCT,
O,VRC,Hcp,CENTURY STAKES,1000,,172,4,2014-11-06,150000,CENTURY STAKES,,,O,VIC,,,,FLEM,
3-Y-O,VRC,Hcp,BATMAN HANDICAP,1800,,252,4,2014-11-06,150000,BATMAN HANDICAP,,,O,VIC,,,,FLEM,
O,VRC,SWP,BEGONIA BELLE STAKES,1100,,722,3,2014-11-06,200000,BEGONIA BELLE STAKES,,,M,VIC,,,,FLEM,
3-Y-O,VRC,SWP,RED ROSES STAKES,1200,,426,3,2014-11-06,150000,RED ROSES STAKES,,,F,VIC,,,,FLEM,
3-Y-O,VRC,SW,CROWN OAKS,2500,,19,1,2014-11-06,1000000,VRC OAKS,,,F,VIC,,,,FLEM,
O,HAWKESBURY RC,Hcp,SKIN FITNESS CUP,1400,,673,4,2014-11-06,100000,SAFILO CUP,,,O,NSW,,,,HAWK,
3YO&Up,WATC,Qlty,COLONEL REEVES STAKES,1100,,210,3,2014-11-04,150000,COLONEL REEVES,,,O,WA,,,,ASCT,
3YO&Up,VRC,Hcp,MELBOURNE CUP DAY PLATE,1800,,293,4,2014-11-04,150000,MELBOURNE CUP DAY PLATE,,,O,VIC,,,,FLEM,
3-Y-O,VRC,SWP,DESIRABLE STAKES,1400,,491,4,2014-11-04,150000,DESIRABLE STAKES,,,F,VIC,,,,FLEM,
4YO&Up,VRC,SWP,MAYBE MAHAL STAKES,1400,,696,3,2014-11-04,200000,MAYBE MAHAL STAKES,,,M,VIC,,,,FLEM,
2-Y-O,VRC,SW,OTTAWA STAKES,1000,,159,3,2014-11-04,150000,OTTAWA STAKES,,,F,VIC,,,,FLEM,
3YO&Up,VRC,Hcp,EMIRATES MELBOURNE CUP,3200,,1,1,2014-11-04,6000000,MELBOURNE CUP,,,O,VIC,,,,FLEM,
O,VRC,Hcp,MSS SECURITY SPRINT,1200,,745,4,2014-11-04,150000,ALWAYS WELCOME STAKES,,,O,VIC,,,,FLEM,
3YO&Up,VRC,Qlty,LEXUS STAKES,2500,,222,3,2014-11-01,250000,HOTHAM HANDICAP,,,O,VIC,,,,FLEM,
3YO&Up,WATC,Qlty,W.A.T.C. STAKES,1100,,122,4,2014-11-01,80000,AUSTRALIA DAY STKS,,,O,WA,,,,ASCT,
3YO&Up,WATC,Hcp,ASIAN BEAU STAKES,1400,,135,3,2014-11-01,150000,ASIAN BEAU STKS,,,O,WA,,,,ASCT,
3-Y-O,WATC,SWP,BURGESS QUEEN STAKES,1400,,158,4,2014-11-01,100000,BURGESS QUEEN STKS,,,F,WA,,,,ASCT,
3-Y-O,VRC,SWP,CARBINE CLUB STAKES,1600,,168,3,2014-11-01,250000,VRC CARBINE CLUB STAKES,,,O,VIC,,,,FLEM,
3-Y-O,VRC,SWP,WAKEFUL STAKES,2000,,531,2,2014-11-01,300000,WAKEFUL STAKES,,,F,VIC,,,,FLEM,
3-Y-O,VRC,SW,COOLMORE STUD STAKES,1200,,117,1,2014-11-01,500000,ASCOT VALE STAKES,,,O,VIC,,,,FLEM,
3YO&Up,VRC,Hcp,YALLAMBEE STUD STAKES,1400,,290,3,2014-11-01,250000,CHATHAM STAKES,,,O,VIC,,,,FLEM,
O,VRC,Hcp,CHESTER MANIFOLD STAKES,1400,,194,4,2014-11-01,120000,CHESTER MANIFOLD STAKES,,,O,VIC,,,,FLEM,
3YO&Up,VRC,WFA,MYER CLASSIC,1600,,560,1,2014-11-01,500000,EMPIRE ROSE STAKES,,,F&M,VIC,,,,FLEM,
3YO&Up,VRC,WFA,MACKINNON STAKES,2000,,341,1,2014-11-01,1000000,LKS MACKINNON STAKES,,,O,VIC,,,,FLEM,
3-Y-O,VRC,SW,VICTORIA DERBY,2500,,6,1,2014-11-01,1500000,VICTORIA DERBY,,,O,VIC,,,,FLEM,
3YO&Up,VRC,HCP,SEPPELT SALINGER STAKES,1200,,334,2,2014-11-01,300000,LINLITHGOW STAKES,,,O,VIC,,,,FLEM,
3YO&Up,BJC,Hcp,BENDIGO CUP,2400,,141,4,2014-10-29,240000,BENDIGO CUP,,,O,VIC,,,,BEND,
3YO&Up,NORTHAM RC,Qlty,NORTHAM CUP,1600,,733,4,2014-10-26,120000,NORTHAM CUP,,,O,WA,,,,NTHM,
3YO&Up,SALE TC,Hcp,SALE CUP,1600,,758,4,2014-10-26,150000,SALE CUP,,,O,VIC,,,,SALE,
3YO&Up,WATC,WFA,PRINCE OF WALES STAKES,1200,,409,3,2014-10-25,150000,PRINCE OF WALES STKS,,,O,WA,,,,ASCT,
3-Y-O,MVRC,SWP,RED ANCHOR STAKES,1200,,425,3,2014-10-25,150000,RED ANCHOR STAKES,,,O,VIC,,,,M V,
4YO&Up,MVRC,SWP,MOONEE VALLEY GOLD CUP,2500,,368,2,2014-10-25,250000,MOONEE VALLEY GOLD CUP,,,O,VIC,,,,M V,
3-Y-O,MVRC,SW,MOONEE VALLEY VASE,2040,,304,2,2014-10-25,200000,MOONEE VALLEY VASE,,,O,VIC,,,,M V,
3-Y-O,MVRC,SW,MOONEE VALLEY FILLIES CLASSIC,1600,,648,2,2014-10-25,200000,MOONEE VALLEY FILLIES CLASSIC,,,F,VIC,,,,M V,
3YO&Up,MVRC,WFA,CRYSTAL MILE,1600,,536,2,2014-10-25,200000,CRYSTAL MILE,,,O,VIC,,,,M V,
3YO&Up,MVRC,WFA,COX PLATE,2040,,2,1,2014-10-25,3000000,W S COX PLATE,,,O,VIC,,,,M V,
4YO&Up,MVRC,Hcp,TESIO STAKES,1600,,587,3,2014-10-25,150000,TESIO STAKES,,,M,VIC,,,,M V,
3YO&Up,MVRC,WFA,MANIKATO STAKES,1200,,343,1,2014-10-24,1000000,MANIKATO STAKES,,,O,VIC,,,,M V,
3-Y-O,MVRC,SWP,WILLIAM CROCKETT STAKES,1200,,586,4,2014-10-24,120000,WILLIAM CROCKET STAKES,,,F,VIC,,,,M V,
3-Y-O,GEELONG RC,SWP,GEELONG CLASSIC,2200,,231,4,2014-10-22,120000,DERBY TRIAL STAKES,,,O,VIC,,,,GEEL,
O,GEELONG RC,Hcp,GEELONG CUP,2400,,275,3,2014-10-22,300000,GEELONG CUP,,,O,VIC,,,,GEEL,
3YO&Up,GEELONG RC,Hcp,THE BLACK PEARL,1200,,974,4,2014-10-22,120000,THE BLACK PEARL,,,F&M,VIC,,,,GEEL,
O,SEYMOUR RC,Hcp,SEYMOUR CUP,1600,,594,4,2014-10-19,150000,SEYMOUR CUP,,,O,VIC,,,,SEYM,
3YO&Up,CITY TATTS,Hcp,CITY TATTS LIGHTNING HCP,1100,,203,4,2014-10-18,100000,CITY TATT'S LIGHTNING,,,O,NSW,,,,RAND,
3-Y-O,MRC,SWP,ETHEREAL STAKES,2000,,728,4,2014-10-18,120000,ETHEREAL STAKES,,,F,VIC,,,,CAUL,
3-Y-O,WATC,SWP,BELGRAVIA STAKES,1200,,133,4,2014-10-18,100000,BELGRAVIA STKS,,,O,WA,,,,ASCT,
3YO&Up,WATC,Hcp,NORTHERLY STAKES,1400,,108,3,2014-10-18,150000,NORTHERLY STKS,,,O,WA,,,,ASCT,
3-Y-O,MRC,SWP,GOTHIC STAKES,1400,,354,4,2014-10-18,120000,GOTHIC STAKES,,,C&G,VIC,,,,CAUL,
3YO&Up,MRC,SWP,ALINGHI STAKES,1100,,937,4,2014-10-18,120000,ALINGHI STAKES,,,F&M,VIC,,,,CAUL,
O,SAJC,WFA,DURBRIDGE STAKES,1200,,372,4,2014-10-18,80000,DURBRIDGE STAKES,,,O,SA,,,,MORP,
O,MRC,Hcp,DAVID JONES CUP,2000,,211,3,2014-10-18,150000,COONGY HANDICAP,,,O,VIC,,,,CAUL,
4YO&Up,MRC,Hcp,BETFAIR STAKES,1400,,581,3,2014-10-18,150000,MOONGA STAKES,,,O,VIC,,,,CAUL,
4YO&Up,MRC,SWP,HARROLDS TRISTARC STAKES,1400,,561,2,2014-10-18,200000,TRISTARC STAKES,,,M,VIC,,,,CAUL,
O,MRC,Hcp,CAULFIELD SPRINT,1100,,378,2,2014-10-18,200000,CAULFIELD SPRINT,,,O,VIC,,,,CAUL,
