MeetDate,G ID,Grp,State,Club,Venue,Current Race Name,Dist,Prize$$,Age,Sex,Cond,Registered Race Name,WINNER,SECOND,THIRD
19/09/2009,454,2,NSW,STC,RHIL,SHANNON STAKES,1500,150000,3YO&Up,O,Qlty,SHANNON STAKES,DRUM BEATS,RANGIRANGDOO,STRAT'S FLYER
19/09/2009,506,2,NSW,STC,RHIL,TEA ROSE STAKES,1500,150000,3-Y-O,F,SW,TEA ROSE STAKES,MORE JOYOUS,MELITO,DEER VALLEY
19/09/2009,281,3,NSW,STC,RHIL,GLOAMING STAKES,1800,250000,3-Y-O,O,SW,GLOAMING STAKES,SO YOU THINK,GATHERING,HERAKLION
19/09/2009,458,3,VIC,MRC,CAUL,GUINEAS PRELUDE,1400,175000,3-Y-O,C&G,SWP,CAULFIELD GUINEAS PRELUDE,DEMERIT,TRUSTING,MANHATTAN RAIN
19/09/2009,300,3,VIC,MRC,CAUL,TRANQUIL STAR STAKES,1400,125000,3-Y-O,F,SWP,TRANQUIL STAR STAKES,IRISH LIGHTS,SET FOR FAME,MONT FLEURI
19/09/2009,440,3,VIC,MRC,CAUL,NATURALISM STAKES,2000,125000,O,O,Qlty,NATURALISM STAKES,RED LORD,LIGHT VISION,MAJESTICAL
19/09/2009,656,3,VIC,MRC,CAUL,HOW NOW STAKES,1200,125000,4YO&Up,M,SWP,HOW NOW STAKES,VELOCITEA,NEROLI,DOLLOPS
19/09/2009,319,4,WA,KALG-BOU RC,KALG,KALGOORLIE GOLD CUP,2300,150000,O,O,Qlty,KALGOORLIE CUP,GONDORFF,ZUBIZARETTA,NEIGE
19/09/2009,464,4,NSW,STC,RHIL,HERITAGE STAKES,1200,120000,3-Y-O,O,SW,HERITAGE STAKES,STRYKER,FUNANTES,SEASPUR
19/09/2009,654,4,NSW,STC,RHIL,STARLIGHT STAKES,1100,100000,3YO&Up,O,Qlty,STARLIGHT STAKES,LUCKY SECRET,FIST OF FURY,GOLD TRAIL
19/09/2009,721,4,VIC,MRC,CAUL,TESTA ROSSA STAKES,1200,100000,O,O,Hcp,TESTA ROSSA STAKES,RIGHTFULLY YOURS,KEYTOMONEY,AB ALMALIK
25/09/2009,343,1,VIC,MVRC,M V,CLEANEVENT MANIKATO ST,1200,500000,O,O,WFA,MANIKATO STAKES,DANLEIGH,PHELAN READY,NICCONI
25/09/2009,369,2,VIC,MVRC,M V,BILL STUTT STAKES,1600,200000,3-Y-O,O,SW,MOONEE VALLEY STAKES,CARRARA,EXTRA ZERO,MISS WITH ATTITUDE
25/09/2009,525,3,VIC,MVRC,M V,TBV CHAMPAGNE STAKES,1200,150000,3-Y-O,F,SW,MV CHAMPAGNE STAKES,AVENUE,ROSTOVA,MY GIRL HELEN
25/09/2009,641,4,VIC,MVRC,M V,JRA CUP,2040,100000,O,O,Qlty,JRA CUP,ALCOPOP,FILED HUNTER,SHOCKING
26/09/2009,276,1,NSW,AJC,RAND,GEORGE MAIN STAKES,1600,300000,3YO&Up,O,WFA,GEORGE MAIN STAKES,READ TO ROCK,BLACK PIRANHA,ONEMORENOMORE
26/09/2009,479,2,NSW,AJC,RAND,STAN FOX STAKES,1400,150000,3-Y-O,O,SW,STAN FOX STAKES,DENMAN,RUN FOR NAARA,MORE THAT GREAT
26/09/2009,209,3,NSW,AJC,RAND,COLIN STEPHEN QUALITY,2400,150000,3YO&Up,O,Qlty,COLIN STEPHEN QLTY HCP,MR CLANGTASTIC,BELLAGIO WYNN,INDIKATOR
26/09/2009,582,3,NSW,AJC,RAND,BILL RITCHIE HANDICAP,1400,125000,3YO&Up,O,Qlty,BILL RITCHIE HANDICAP,MCCLINTOCK,WALKING OR DANCING,FAULCONBRIDGE
26/09/2009,427,4,NSW,AJC,RAND,REGINALD ALLEN QLTY HCP,1400,100000,3-Y-O,F,Qlty,REGINALD ALLEN QUALITY,LITTLE SURFER GIRL,SISTER MADLY,MISS SHAMARDAL
26/09/2009,570,4,NSW,AJC,RAND,DULCIFY 3YO QUALITY HCP,1800,100000,3-Y-O,O,Qlty,DULCIFY QUALITY HCP,VIKING LEGEND,SAINT ENCOSTA,SMART LADY
26/09/2009,617,4,NSW,AJC,RAND,THE NIVISON,1200,100000,4YO&Up,M,SWP,THE NIVISON,MADAME PEDRILLE,STRAWBERRY FIELD,BEAUCOUP
3/10/2009,519,1,VIC,VRC,FLEM,TURNBULL STAKES,2000,500000,4YO&Up,O,SWP,TURNBULL STAKES,EFFICIENT,PREDATORY PRICER,SCENIC SHOT
3/10/2009,14,1,NSW,AJC,RAND,EPSOM HCP,1600,350000,3YO&Up,O,Hcp,EPSOM HANDICAP,ROCK KINGDOM,RANGIRANGDOO,ROAD TO ROCK
3/10/2009,16,1,NSW,AJC,RAND,THE METROPOLITAN,2400,350000,3YO&Up,O,Hcp,THE METROPOLITAN,SPEED GIFTED,LODGE THE DEEDS,FIUMICINO
3/10/2009,23,1,NSW,AJC,RAND,SPRING CHAMPION STAKES,2000,300000,3-Y-O,O,SW,SPRING CHAMPION STAKES,MONACO CONSUL,GATHERING,VIKING LEGEND
3/10/2009,261,1,NSW,AJC,RAND,FLIGHT STAKES,1600,300000,3-Y-O,F,SW,FLIGHT STAKES,MORE JOYOUS,SISTER MADLY,HURTLE MYRTLE
3/10/2009,244,2,VIC,VRC,FLEM,EDWARD MANIFOLD STAKES,1600,250000,3-Y-O,F,SW,EDWARD MANIFOLD STAKES,MAJESTIC MUSIC,FOMALITE,SILENT SURROUND
3/10/2009,442,2,VIC,VRC,FLEM,GILGAI STAKES,1200,250000,O,O,SWP,BAGUETTE STAKES,ALL SILENT,FIRST COMMAND,LIGHT FANTASTIC
3/10/2009,590,2,VIC,VRC,FLEM,JAYCO STAKES,1400,200000,4YO&Up,M,SWP,ROSE OF KINGSTON STAKES,CATS WHISKER,GOLD WATER,DANE JULIA
3/10/2009,433,2,NSW,AJC,RAND,ROMAN CONSUL STAKES,1200,150000,3-Y-O,O,SW,ROMAN CONSUL STKS,SHELLSCRAPE,HONEST TRUTH,SHADOW ASSASSIN
3/10/2009,457,2,NSW,AJC,RAND,THE SHORTS,1100,150000,3YO&Up,O,SWP,THE SHORTS,GOLD TRIAL,FRITZ'S PRINCESS,SNIPER'S BULLET
3/10/2009,216,3,NSW,AJC,RAND,CRAVEN PLATE,2000,125000,O,O,WFA,CRAVEN PLATE,MISS MARIELLE,NOM DE JEU,FULMONTI
3/10/2009,205,4,VIC,VRC,FLEM,CONCEPT SPORTS STAKES,1400,150000,3-Y-O,C&G,SWP,POSEIDON STAKES,TICKETS,BAWAARDI,DELAGO BOLT
3/10/2009,713,4,VIC,VRC,FLEM,THE BART CUMMINGS,2500,150000,O,O,Hcp,THE BART CUMMINGS,LIGHT VISION,MISS DARCEY,ZACROONA
3/10/2009,638,4,VIC,VRC,FLEM,PARIS LANE STAKES,1400,125000,4YO&Up,O,Hcp,PARIS LANE STAKES,RAHEEB,RIGHTFULLY YOURS,DR DOUTE'S
3/10/2009,712,4,VIC,VRC,FLEM,SUPER IMPOSE PLATE,1800,125000,3-Y-O,O,SWP,SUPER IMPOSE PLATE,SHAMOLINE WARRIOR,SAINT ENCOSTA,TRIBUNAL
3/10/2009,153,4,NSW,AJC,RAND,BREEDERS' PLATE,1000,110000,2-Y-O,C&G,SW,BREEDERS PLATE,RUN FOR WILSON,JIGSAWS,GOLD ARENA
3/10/2009,279,4,NSW,AJC,RAND,GIMCRACK STAKES,1000,110000,2-Y-O,F,SW,AJC GIMCRACK STKS,GYBE,MAFIA MISS,SO DETACHED
3/10/2009,618,4,NSW,AJC,RAND,ANGST STAKES,1400,110000,4YO&Up,M,SWP,ANGST QUALITY HCP,ILLUMINATES,PATRONYME,LOVE AND KISSES
3/10/2009,346,4,VIC,VRC,FLEM,MARIBYRNONG TRIAL STAKES,1000,100000,2-Y-O,O,SW,MARIBYRNONG TRIAL STAKES,SWEET CHEEKS,DIVINE CHOICE,PELLIZOTTI
3/10/2009,144,4,WA,WATC,BLMT,BIRTHDAY STAKES,1200,75000,3YO&Up,O,Qlty,BIRTHDAY STKS,LONDON,VAIN RAIDER,ESCADAIRE
10/10/2009,11,1,VIC,MRC,CAUL,CAULFIELD GUINEAS,1600,1000000,3-Y-O,O,SW,CAULFIELD GUINEAS,STARSPANGLEDBANNER,CARRARA,MANHATTAN RAIN
10/10/2009,181,1,VIC,MRC,CAUL,YALUMBA STAKES,2000,400000,3YO&Up,O,WFA,CAULFIELD STAKES,WHOBEGOTYOU,HEART OF DREAMS,VISION AND POWER
10/10/2009,245,1,VIC,MRC,CAUL,TOORAK HANDICAP,1600,350000,O,O,Hcp,TOORAK HANDICAP,ALLEZ WONDER,GOLD SALUTE,ROCK KINGDOM
10/10/2009,196,2,VIC,MRC,CAUL,SCHILLACI STAKES,1000,200000,3YO&Up,O,WFA,SCHILLACI STAKES,LUCKY SECRET,APACHE CAT,WANTED
10/10/2009,305,2,VIC,MRC,CAUL,WINNING EDGE PRESENT ST,2400,200000,O,O,Qlty,HERBERT POWER STAKES,ALCOPOP,SHOCKING,HISSING SID
10/10/2009,509,3,VIC,MRC,CAUL,THOROUGHBRED CLUB STAKES,1200,125000,3-Y-O,F,SWP,THOROUGHBRED CLUB STAKES,AVENUE,HEADWAY,KANZAN
10/10/2009,695,4,VIC,MRC,CAUL,NORTHWOOD PLUME STAKES,1200,100000,4YO&Up,M,SWP,NORTHWOOD PLUME STAKES,OUR LONA,TOOTSIE,VELOCITEA
10/10/2009,309,4,SA,SAJC,MORP,HILL SMITH STAKES,1800,70000,3-Y-O,O,SW,HILL SMITH STAKES,KEEP CONTROL,TEE EMAR,WELL ROUNDED
11/10/2009,215,4,VIC,CRANBOURNE TC,CRAN,CRANBOURNE CUP,2025,150000,O,O,Hcp,CRANBOURNE CUP,SERMON,STORMHILL,THE SPORTSMAN
14/10/2009,510,1,VIC,MRC,CAUL,THOUSAND GUINEAS,1600,500000,3-Y-O,F,SW,THE THOUSAND GUINEAS,IRISH LIGHTS,MELITO,FAINT PERFUME
14/10/2009,227,4,VIC,MRC,CAUL,DEBUTANTS STAKES,1000,100000,2-Y-O,O,SW,DEBUTANT STAKES,DARK VALLEY,CRYSTAL LILY,EBONY ROCK
14/10/2009,710,4,VIC,MRC,CAUL,LADIES DAY VASE,1600,100000,4YO&Up,M,SWP,LADIES DAY VASE,LADY LYNETTE,PURPLE,DOLLOPS
14/10/2009,338,4,SA,MURR BDGE RC,MBRID,MURRAY BRIDGE GOLD CUP,1600,70000,O,O,Qlty,LORD MAYORS MILE,MOMENT IN TIME,SANDHILL PRINCE,CIRO PRINCE
17/10/2009,4,1,VIC,MRC,CAUL,BMW CAULFIELD CUP,2400,2500000,O,O,Hcp,CAULFIELD CUP,VIEWED,ROMAN EMPEROR,VIGOR
17/10/2009,378,2,VIC,MRC,CAUL,CAULFIELD SPRINT,1100,200000,O,O,Hcp,CAULFIELD SPRINT,FIRST COMMAND,TURFFONTEIN,HAPPY GLEN
17/10/2009,561,2,VIC,MRC,CAUL,TRISTARC STAKES,1400,175000,4YO&Up,M,SWP,TRISTARC STAKES,MCCLINTOCK,RIGHTFULLY YOURS,KILOTON
17/10/2009,211,3,VIC,MRC,CAUL,COONGY HANDICAP,2000,125000,O,O,Hcp,COONGY HANDICAP,BAUGHURST,SHOCKING,PACINO
17/10/2009,384,3,VIC,MRC,CAUL,NORMAN ROBINSON STAKES,2000,125000,3-Y-O,O,SWP,NORMAN ROBINSON STAKES,SHAMOLINE WARRIOR,ONEMORENOMORE,GATHERING
17/10/2009,581,3,VIC,MRC,CAUL,HARROLDS 101 STAKES,1400,125000,4YO&Up,O,Hcp,MOONGA STAKES,TYPHOON TRACY,HOT DANISH,GLOWLAMP
17/10/2009,202,4,NSW,CITY TATTS,RAND,CITY TATT'S CLUB CUP,2400,100000,3YO&Up,O,Hcp,CITY TATT'S CLUB CUP,BID SPOTTER,MUSIC REVIEW,COMMON OBJECTIVE
17/10/2009,203,4,NSW,CITY TATTS,RAND,CITY TATTS LIGHTNING HCP,1100,100000,3YO&Up,O,Hcp,CITY TATT'S LIGHTNING,NEWS ALERT,BLACK PRINCE,WASTED EMOTIONS
17/10/2009,462,4,NSW,CITY TATTS,RAND,BRIAN CROWLEY STAKES,1200,100000,3-Y-O,O,SWP,BRIAN CROWLEY STAKES,LOVE CONQUERS ALL,HAPPY HIPPY,SILVER SPUR
17/10/2009,354,4,VIC,MRC,CAUL,GOTHIC STAKES,1400,100000,3-Y-O,C&G,SWP,GOTHIC STAKES,KIDNAPPED,WEASLEY,BAWAARDI
17/10/2009,108,4,WA,WATC,ASCT,NORTHERLY STAKES,1400,100000,3YO&Up,O,Hcp,NORTHERLY STKS,MEGATIC,COLOUR CORRECT,LONDON
17/10/2009,133,4,WA,WATC,ASCT,BELGRAVIA STAKES,1200,75000,3-Y-O,O,Qlty,BELGRAVIA STKS,WARATAH'S SECRET,ROMIDA,DAWINNER
17/10/2009,372,4,SA,SAJC,MORP,DURBRIDGE STAKES,1200,70000,O,O,WFA,DURBRIDGE STAKES,VERY DISCREET,HIDDEN ENERGY,ROYAL IDA
18/10/2009,594,4,VIC,SEYMOUR RC,SEYM,SEYMOUR CUP,1600,120000,O,O,Hcp,SEYMOUR CUP,MANDELA,PILLAR OF HERCULES,EXCELLTASTIC
18/10/2009,134,4,NSW,GOSFORD RC,GOSF,BELLE OF THE TURF STAKES,1600,100000,3YO&Up,F&M,Hcp,BELLE OF THE TURF STAKES,MESSENGER,BERNICIA,ILLUMINATES
21/10/2009,275,3,VIC,GEELONG RC,GEEL,GEELONG CUP,2400,200000,O,O,Hcp,GEELONG CUP,LEICA DING,DANDAAD,STERLING PRINCE
21/10/2009,231,4,VIC,GEELONG RC,GEEL,GEELONG CLASSIC,2200,100000,3-Y-O,O,SWP,DERBY TRIAL STAKES,SOUTHERN SKYE,OUR HEART APPARENT,ROCKFERRY
24/10/2009,2,1,VIC,MVRC,M V,TATTERSALL'S COX PLATE,2040,3000000,3YO&Up,O,WFA,W S COX PLATE,SO YOU THINK,MANHATTAN RAIN,ZIPPING
24/10/2009,368,2,VIC,MVRC,M V,CATHAY PACIFIC AIRWAYS CUP,2500,250000,3YO&Up,O,SWP,MOONEE VALLEY GOLD CUP,THE SPORTSMAN,IRAZU,THINK MONEY
24/10/2009,304,2,VIC,MVRC,M V,AAMI VASE,2040,200000,3-Y-O,O,SW,THE MV VASE,HANKS,SPACECRAFT,VIKING LEGEND
24/10/2009,363,2,VIC,MVRC,M V,SCHWEPPERVESCENCE ST,1200,200000,O,O,WFA,A.J. MOIR STAKES,APACHE CAT,MIC MAC,BANK ROBBER
24/10/2009,536,2,VIC,MVRC,M V,CRYSTAL MILE,1600,200000,O,O,Hcp,CRYSTAL MILE,RANGIRANGDOO,SOUND OF NATURE,ALL AMERICAN
24/10/2009,425,3,VIC,MVRC,M V,CITY PACIFIC FINANCE STAKES,1200,150000,3-Y-O,O,SWP,RED ANCHOR STAKES,AVENUE,GOVERNANCE,BROKEN
24/10/2009,587,3,VIC,MVRC,M V,INGLIS MILE,1600,150000,4YO&Up,M,Hcp,TESIO STAKES,LADY LYNETTE,MOMENT IN TIME,PINK SHIMMER
24/10/2009,409,3,WA,WATC,ASCT,PRINCE OF WALES STAKES,1200,125000,3YO&Up,O,WFA,PRINCE OF WALES STKS,IDYLLIC PRINCE,WEST RIVER CHARLEY,SPIRITED ONE
24/10/2009,263,4,VIC,MVRC,M V,ARROW TRAINING SERVICES ST,1600,100000,3-Y-O,F,Hcp,ALEXANDRA STAKES,SUBLIMITY,DEVOIRS,JOHANSKI
28/10/2009,141,4,VIC,BJC,BEND,BENDIGO CUP,2200,150000,O,O,Hcp,BENDIGO CUP,ZUPACOOL,CROSSTHESTART,DAKA'S GEM
31/10/2009,6,1,VIC,VRC,FLEM,VICTORIA DERBY,2500,1500000,3-Y-O,O,SW,VICTORIA DERBY,MONACO CONSUL,EXTRA ZERO,VIKING LEGEND
31/10/2009,341,1,VIC,VRC,FLEM,MACKINNON STAKES,2000,750000,O,O,WFA,LKS MACKINNON STAKES,SCENIC SHOT,MISS MAREN,VIEWED
31/10/2009,117,1,VIC,VRC,FLEM,ASCOT VALE STAKES,1200,500000,3-Y-O,O,SW,ASCOT VALE STAKES,HEADWAY,KING PULSE,SHELLSCRAPE
31/10/2009,560,1,VIC,VRC,FLEM,MYER STAKES,1600,500000,3YO&Up,F&M,WFA,EMPIRE ROSE STAKES,TYPHOON TRACY,LADY LYNETTE,ZARITA
31/10/2009,334,2,VIC,VRC,FLEM,SEPPELT SALINGER STAKES,1200,300000,O,O,HCP,LINLITHGOW STAKES,EAGLE FALLS,TURFFONTEIN,ABSOLUTLEYFABULOUS
31/10/2009,531,2,VIC,VRC,FLEM,WAKEFUL STAKES,2000,300000,3-Y-O,F,SWP,WAKEFUL STAKES,FAINT PERFUME,SILENT SURROUND,MELITO
31/10/2009,168,3,VIC,VRC,FLEM,CARBINE CLUB STAKES,1600,250000,3-Y-O,O,SWP,VRC CARBINE CLUB STAKES,KIDNAPPED,DISCO SUMMIT,RUSE DE GUERRE
31/10/2009,222,3,VIC,VRC,FLEM,SAAB QUALITY,2500,250000,O,O,Qlty,HOTHAM HANDICAP,SHOCKING,HUME,IRAZU
31/10/2009,290,3,VIC,VRC,FLEM,YALLAMBEE STUD STAKES,1400,250000,O,O,Hcp,CHATHAM STAKES,CENTENNIAL PARK,MCCLINTOCK,ROYAL IDA
31/10/2009,135,3,WA,WATC,ASCT,ASIAN BEAU STAKES,1400,125000,3YO&Up,O,Hcp,ASIAN BEAU STKS,KASABIAN,ELLIOTTO,GRAND NIRVANA
31/10/2009,158,4,WA,WATC,ASCT,BURGESS QUEEN STAKES,1400,75000,3-Y-O,F,Qlty,BURGESS QUEEN STKS,CLUELESS ANGEL,DAWINNER,AVANTE
31/10/2009,256,4,WA,WATC,ASCT,FAIRETHA STAKES,1400,75000,3-Y-O,C&G,Qlty,FAIRETHA STKS,WARATAH'S SECRET,THE CORPORATION,DINO MAK
3/11/2009,1,1,VIC,VRC,FLEM,MELBOURNE CUP,3200,5500000,O,O,Hcp,MELBOURNE CUP,SHOCKING,CRIME SCENE,MOURILYAN
3/11/2009,293,4,VIC,VRC,FLEM,HONG KONG JOCKEY CLUB PL,1800,150000,O,O,Hcp,MELBOURNE CUP DAY PLATE,RIGHT FONG,LA ROCKET,SOUND OF NATURE
3/11/2009,491,4,VIC,VRC,FLEM,SEPPELT WINES HANDICAP,1400,150000,3-Y-O,F,Hcp,DESIRABLE STAKES,MAJESTIC MUSIC,EUROPA POINT,INDIAN OCEAN
3/11/2009,696,4,VIC,VRC,FLEM,LIBERTY FINANCIAL PLATE,1400,150000,4YO&Up,M,SWP,MAYBE MAHAL STAKES,STRAWBERRY FIELD,ORTENSIA,ROSE SYRAH
3/11/2009,159,4,VIC,VRC,FLEM,RITZENHOFF STAKES,1000,100000,2-Y-O,F,SW,OTTAWA STAKES,SHE'S GOT GEARS,SHAAHEQ,CRYSTAL LILY
5/11/2009,19,1,VIC,VRC,FLEM,CROWN OAKS,2500,1000000,3-Y-O,F,SW,VRC OAKS,FAINT PERFUME,VALDEMORO,SAVSBELLE
5/11/2009,297,3,NSW,HAWKES RC,HAWK,HAWKESBURY GOLD CUP,1600,125000,3YO&Up,O,Hcp,HAWKESBURY GOLD CUP,KEEPIN' THE DREAM,SPINNEY,BERNICIA
5/11/2009,172,4,VIC,VRC,FLEM,THE LEXUS STAKES,1100,150000,O,O,Hcp,CENTURY STAKES,BURDEKIN BLUES,LET LOUSHE,HAPPY GLEN
5/11/2009,252,4,VIC,VRC,FLEM,JOHN WEST THE BEST ST,1800,150000,3-Y-O,O,Hcp,BATMAN HANDICAP,TURF EXPRESS,KING DIAMOND,VIKING HERO
5/11/2009,426,4,VIC,VRC,FLEM,SCHWEPPERVESCENCE ST,1200,150000,3-Y-O,F,SWP,RED ROSES STAKES,TRIM,MARQUARDT,CINECITTA
5/11/2009,673,4,NSW,HAWKES RC,HAWK,YALUMBA CUP,1300,100000,O,O,Hcp,SAFILO CUP,BEADED,YOUTHFUL JACK,HOTEL CASINO
5/11/2009,722,4,VIC,VRC,FLEM,CROWN MARES TROPHY,1100,100000,O,M,Hcp,CROWN MARES TROPHY,VERY DISCREET,SEEKING ATTENTION,SERENISSIMA
7/11/2009,106,1,VIC,VRC,FLEM,EMIRATES STAKES,1600,1000000,O,O,Qlty,CANTALA STAKES,ALL AMERICAN,SO YOU THINK,GOLD SALUTE
7/11/2009,271,1,VIC,VRC,FLEM,THE AGE CLASSIC,1200,500000,O,O,WFA,VICTORIA RACING CLUB STKS,ALL SILENT,WANTED,BANK ROBBER
7/11/2009,639,2,VIC,VRC,FLEM,MATRIACH STAKES,2000,300000,4YO&Up,M,SWP,MATRIACH STAKES,PURPLE,MOMENT IN TIME,LADY LYNETTE
7/11/2009,328,2,WA,WATC,ASCT,LEE STEERE STAKES,1400,200000,3YO&Up,O,WFA,LEE STEERE STKS,IDYLLIC PRINCE,TARZI,SPIRITED ONE
7/11/2009,413,3,VIC,VRC,FLEM,QUEEN ELIZABETH STAKES,2500,250000,O,O,Qlty,VRC QUEEN ELIZABETH STAKES,STERLING PRINCE,CROSSTHESTART,NAVAL ESCORT
7/11/2009,345,3,VIC,VRC,FLEM,MARIBYRNONG PLATE,1000,150000,2-Y-O,O,SW,MARIBYRNONG PLATE,GENERAL TRUCE,SWEET CHEEKS,SHE'S GOT GEARS
7/11/2009,522,4,VIC,VRC,FLEM,HILTON INTERNATIONAL ST,1400,150000,3-Y-O,O,Hcp,VRC SPRINGTIME STAKES,IT'LLBEFANTASTIC,SILVER SPUR,GOVERNANCE
7/11/2009,114,4,WA,WATC,ASCT,ASCOT GOLD CUP,1800,75000,3YO&Up,O,Qlty,ASCOT GOLD CUP,CORPORATE SAM,MIKALDICO,GEYSER PEAK
11/11/2009,539,4,VIC,SEYMOUR RC,SEYM,SEYMOUR SPRING CLASSIC,2000,100000,O,O,Hcp,WERRIBEE CUP,LA ROCKET,ORONERO,DAVCON
14/11/2009,449,2,VIC,MRC,SAND,SANDOWN CLASSIC,2400,350000,O,O,WFA,SANDOWN CLASSIC,ZIPPING,PURPLE,MASTER O'REILLY
14/11/2009,450,2,VIC,MRC,SAND,SANDOWN GUINEAS,1600,350000,3-Y-O,O,SW,SANDOWN GUINEAS,KIDNAPPED,MAJESTIC MUSIC,TURF EXPRESS
14/11/2009,528,2,WA,WATC,ASCT,W.A. GUINEAS,1600,250000,3-Y-O,O,SW,WA GUINEAS,CLUELESS ANGEL,THORN DANCER,THE CORPORATION
14/11/2009,210,3,WA,WATC,ASCT,COLONEL REEVES STAKES,1200,200000,3YO&Up,O,Qlty,COLONEL REEVES,REVOLUTION,BLACK IN TIME,MA MA MACHINE
14/11/2009,208,3,VIC,MRC,SAND,RACE-TECH STAKES,1500,125000,O,O,Qlty,SANDOWN STAKES,NINE TAILS,JUNGLE RULER,ITSAMONTY
14/11/2009,535,3,WA,WATC,ASCT,R.J. PETERS STAKES,1500,125000,3YO&Up,O,Hcp,R J PETERS STKS,ELLIOTTO,COLOUR CORRECT,GRAND NIRVANA
14/11/2009,355,4,VIC,MRC,SAND,TWILIGHT GLOW STAKES,1400,100000,3-Y-O,F,SWP,TWILIGHT GLOW STAKES,MARQUARDT,EUROPA POINT,HAPPY HIPPY
14/11/2009,356,4,VIC,MRC,SAND,Triple M's Rockin Horse St,1000,100000,2-Y-O,O,SW,MERSON COOPER STAKES,SUCESSION,SHAAHEQ,SUBLIME GIRL
14/11/2009,637,4,VIC,MRC,SAND,SUMMONED STAKES,1500,100000,4YO&Up,M,SWP,SUMMONED STAKES,DANE JULIA,ROSE SYRAH,AMBERINO
14/11/2009,666,4,VIC,MRC,SAND,KEVIN HEFFERNAN STAKES,1300,100000,O,O,WFA,KEVIN HEFFERNAN STAKES,LUCKY SECRET,POSADAS,DIPLOMATIC FORCE
14/11/2009,155,4,QLD,BRC,E FM,BRISBANE HANDICAP,1600,75000,O,O,Hcp,BRISBANE HANDICAP,OUR LUKAS,SECRETS UNTOLD,SAM'S EXPRESS
14/11/2009,698,4,WA,WATC,ASCT,JUNGLE MIST CLASSIC,1200,75000,3YO&Up,F&M,Qlty,JUNGLE MIST CLASSIC,ROYAL DEVOTION,VERSARC,DANCE ACROSS
18/11/2009,284,4,NSW,GOSFORD RC,GOSF,GOSFORD GOLD CUP,2100,150000,3YO&Up,O,Qlty,GOSFORD GOLD CUP,SPINNEY,BARLAGARNEY,ENZEDEX EAGLE
18/11/2009,128,4,VIC,BALLARAT TC,BRAT,BALLARAT CUP,2200,120000,O,O,Hcp,BALLARAT CUP,ITSTHEONE,GALLIONS REACH,DAVCON
21/11/2009,43,1,WA,WATC,ASCT,RAILWAY STAKES,1600,1000000,3YO&Up,O,Qlty,RAILWAY STKS,SNIPER'S BULLET,TARZI,COLOUR CORRECT
21/11/2009,243,3,VIC,MRC,SAND,ECLIPSE STAKES,1800,125000,O,O,Qlty,ECLIPSE STAKES,BASHFUL GIRLS,ROSE SYRAH,DOWN UNDER BOY
21/11/2009,242,4,WA,WATC,ASCT,CARBINE OF WA STAKES,1400,75000,3YO&Up,O,Qlty,EASTER STKS,IN ARTICULATE,PROART,LIQUIDATION
21/11/2009,489,4,WA,WATC,ASCT,PLACID ARK STAKES,1200,75000,3-Y-O,O,Qlty,PLACID ARK STKS,KID CHOISIR,STARS ALIGNED,KESHAAR
21/11/2009,504,4,WA,WATC,ASCT,TATTERSALL'S CUP,2200,75000,3YO&Up,O,Qlty,WATC TATTERSALL'S CUP,MA CHIENNE,BIARA ROSE,MARINE DRIVE
22/11/2009,579,4,TAS,TTC,LAUN,TASMANIAN NEWMARKET HCP,1200,80000,O,O,Qlty,TTC NEWMARKET HANDICAP,LIFE TO THE FULL,MIEWA'S QUEST,WITH DECORUM
28/11/2009,549,2,WA,WATC,ASCT,WINTERBOTTOM STAKES,1200,500000,3YO&Up,O,WFA,WINTERBOTTOM STKS,ORTENSIA,IDYLLIC PRINCE,BLACK IN TIME
28/11/2009,113,4,WA,WATC,ASCT,AQUANITA STAKES,1800,100000,3-Y-O,O,Qlty,AQUANITA STKS,GOD HAS SPOKEN,RED HOT CHOICE,RANGER
28/11/2009,424,4,QLD,TATTS RC QLD,E FM,RECOGNITION STAKES,1600,75000,O,O,Hcp,RECOGNITION STAKES,SECRETS UNTOLD,HUMMA,PEPPERWOOD
28/11/2009,677,4,QLD,TATTS TC QLD,E FM,TATTERSALL'S CLASSIC,1200,75000,3YO&Up,F&M,SWP,TATTERSALL'S CLASSIC,CONQUERING QUEEN,FUHRNATIC,DANCE GIRL DANCE
28/11/2009,649,4,WA,WATC,ASCT,JUNGLE DAWN CLASSIC,1400,75000,3YO&Up,F&M,Qlty,JUNGLE DAWN CLASSIC,BROADWAY BELLE,DANCE ACROSS,CASSANDRA SHADOW
29/11/2009,161,4,NSW,CANBERRA RC,CANB,CANBERRA CUP,2000,200000,O,O,Qlty,CANBERRA CUP,MACKNUCKLE,SPINNEY,VINTAGE ROCK
5/12/2009,438,1,WA,WATC,ASCT,KINGSTON TOWN CLASSIC,1800,500000,3YO&Up,O,WFA,KINGSTON TOWN CLASSIC,SNIPER'S BULLET,GOD HAS SPOKEN,SCENIC SHOT
5/12/2009,552,3,QLD,BRC,DOOM,GEORGE MOORE STAKES,1200,200000,O,O,Qlty,summer st.,BURDEKIN BLUES,ZERO ROCK,FORESTRENO
5/12/2009,465,3,WA,WATC,ASCT,SIR ERNEST LEE-STEERE CL,1400,125000,3-Y-O,O,SW,LEE STEERE CLASSIC,DINO MAK,IMPRESSIVE JEUNEY,THE CORPORATION
